Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Molar Volume at RT,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Cu2O, Rb2O, Ag2O, Cs2O, Tl2O, MnO, FeO, CoO, NiO, CuO, ZnO, SrO, CdO, PbO, SnO, Molar Volume at RT ( cm3/mol )
6230, GJ05-378864, J. Non-Crystalline Solids, 2018, v. 490  p. 0022, 70.03, 17.27, , , , , , 9.7, , , , , , , , , , , , , , , , , 24.63
6231, GJ28-378865, J. Non-Crystalline Solids, 2018, v. 490  p. 0035, , , , , , , , , , , , , , , , , , , , 30.01, , , , , 25.69
6232, GJ28-378866, J. Non-Crystalline Solids, 2018, v. 490  p. 0035, , , , , , , , , , , , , , , , , , , , 29.7, , , , , 25.79
6233, GJ28-378867, J. Non-Crystalline Solids, 2018, v. 490  p. 0035, , , , , , , , , , , , , , , , , , , , 29.4, , , , , 25.978
6234, GJ28-378868, J. Non-Crystalline Solids, 2018, v. 490  p. 0035, , , , , , , , , , , , , , , , , , , , 29.1, , , , , 26.33
6235, GJ28-378869, J. Non-Crystalline Solids, 2018, v. 490  p. 0035, , , , , , , , , , , , , , , , , , , , 28.79, , , , , 26.626
6236, GJ28-378870, J. Non-Crystalline Solids, 2018, v. 490  p. 0035, , , , , , , , , , , , , , , , , , , , 28.51, , , , , 26.738
6237, GJ20-378871, J. Non-Crystalline Solids, 2018, v. 490  p. 0044, , , , , 50.0, , , , , , , , , , , , , , , , , , , , 36.6
6238, GJ20-378872, J. Non-Crystalline Solids, 2018, v. 490  p. 0044, , , , , 48.0, , , , , , , , , , , , , , , , , , , , 37.8
6239, GJ20-378873, J. Non-Crystalline Solids, 2018, v. 490  p. 0044, , , , , 45.0, , , , , , , , , , , , , , , , , , , , 37.7
6240, GJ20-378874, J. Non-Crystalline Solids, 2018, v. 490  p. 0044, , , , , 40.0, , , , , , , , , , , , , , , , , , , , 38.45
6241, GJ20-378875, J. Non-Crystalline Solids, 2018, v. 490  p. 0044, , , , , 35.0, , , , , , , , , , , , , , , , , , , , 39.25
6242, GJ20-378876, J. Non-Crystalline Solids, 2018, v. 490  p. 0044, , , , , 30.0, , , , , , , , , , , , , , , , , , , , 40.1
6243, GJ10-378877, J. Non-Crystalline Solids, 2018, v. 491  p. 0014, , 80.0, , , , , 10.0, 10.0, , , , , , , , , , , , , , , , , 30.0665
6244, GJ10-378878, J. Non-Crystalline Solids, 2018, v. 491  p. 0014, , 80.0, , , , , 8.0, 10.0, , , , , , , , , , , , , , 2.0, , , 30.4312
6245, GJ10-378879, J. Non-Crystalline Solids, 2018, v. 491  p. 0014, , 80.0, , , , , 6.0, 10.0, , , , , , , , , , , , , , 4.0, , , 30.4064
6246, GJ10-378880, J. Non-Crystalline Solids, 2018, v. 491  p. 0014, , 80.0, , , , , 4.0, 10.0, , , , , , , , , , , , , , 6.0, , , 29.5646
6247, GJ10-378881, J. Non-Crystalline Solids, 2018, v. 491  p. 0014, , 80.0, , , , , 2.0, 10.0, , , , , , , , , , , , , , 8.0, , , 28.0139
6248, GJ10-378882, J. Non-Crystalline Solids, 2018, v. 491  p. 0014, , 80.0, , , , , , 10.0, , , , , , , , , , , , , , 10.0, , , 27.9139
6249, GJ10-378926, J. Non-Crystalline Solids, 2018, v. 492  p. 0041, , 50.0, , , , , , , , , , , , , , , , , , , , , , , 35.3
6250, GJ10-378927, J. Non-Crystalline Solids, 2018, v. 492  p. 0041, , 40.0, , , , , , , , , , , , , , , , , , , , , , , 36.7
6251, GJ10-378928, J. Non-Crystalline Solids, 2018, v. 492  p. 0041, , 30.0, , , , , , , , , , , , , , , , , , , , , , , 37.3
6252, GJ28-378930, J. Non-Crystalline Solids, 2018, v. 492  p. 0050, 24.0, 20.0, , , , , , , , , , , , , , , , , , , , , , , 28.23
6253, GJ28-378931, J. Non-Crystalline Solids, 2018, v. 492  p. 0050, 23.76, 19.8, , , , , , , , , , , , , , , , , , , , , , , 28.74
6254, GJ28-378932, J. Non-Crystalline Solids, 2018, v. 492  p. 0050, 23.52, 19.6, , , , , , , , , , , , , , , , , , , , , , , 29.08
6255, GJ28-378933, J. Non-Crystalline Solids, 2018, v. 492  p. 0050, 23.28, 19.4, , , , , , , , , , , , , , , , , , , , , , , 29.57
6256, GJ28-378934, J. Non-Crystalline Solids, 2018, v. 492  p. 0050, 23.04, 19.2, , , , , , , , , , , , , , , , , , , , , , , 30.09
6257, GJ28-378935, J. Non-Crystalline Solids, 2018, v. 492  p. 0050, 22.8, 19.0, , , , , , , , , , , , , , , , , , , , , , , 31.41
6258, GJ03-378945, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 45.0, , , , 55.0, , , , , , , , , , , , , , , , , , , , 20.339
6259, GJ03-378946, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 55.0, , , , 45.0, , , , , , , , , , , , , , , , , , , , 21.121
6260, GJ02-378947, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 65.0, , , , , , , 35.0, , , , , , , , , , , , , , , , , 24.395
6261, GJ02-378948, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 75.0, , , , , , , 25.0, , , , , , , , , , , , , , , , , 24.854
6262, GJ02-378949, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 75.0, , , , 12.5, , , 12.5, , , , , , , , , , , , , , , , , 23.896
6263, GJ02-378950, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 65.0, , , , 17.5, , , 17.5, , , , , , , , , , , , , , , , , 22.839
6264, GJ03-378951, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 65.0, , , , 22.5, , , 12.5, , , , , , , , , , , , , , , , , 22.877
6265, GJ02-378952, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 65.0, , , , 12.5, , , 22.5, , , , , , , , , , , , , , , , , 23.389
6266, GJ02-378953, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 55.0, , , , 22.5, , , 22.5, , , , , , , , , , , , , , , , , 22.389
6267, GJ03-378954, J. Non-Crystalline Solids, 2018, v. 492  p. 0094, 55.0, , , , 27.5, , , 17.5, , , , , , , , , , , , , , , , , 22.09
6268, GJ35-378999, J. Non-Crystalline Solids, 2018, v. 493  p. 0099, , , , , , , , , , , , , , , , , , , , , , , 35.0, , 28.82
6269, GJ35-379000, J. Non-Crystalline Solids, 2018, v. 493  p. 0099, , , , , , , 5.0, , , , , , , , , , , , , , , , 33.25, , 26.62
6270, GJ35-379001, J. Non-Crystalline Solids, 2018, v. 493  p. 0099, , , , , , , 10.0, , , , , , , , , , , , , , , , 31.49, , 25.1
6271, GJ35-379002, J. Non-Crystalline Solids, 2018, v. 493  p. 0099, , , , , , , 20.0, , , , , , , , , , , , , , , , 28.0, , 25.17
6272, GJ35-379003, J. Non-Crystalline Solids, 2018, v. 493  p. 0099, , , , , , , 30.0, , , , , , , , , , , , , , , , 24.5, , 24.92
6273, GJ35-379004, J. Non-Crystalline Solids, 2018, v. 493  p. 0099, , , , , , , 40.0, , , , , , , , , , , , , , , , 21.0, , 24.53
6274, GJ03-379006, J. Non-Crystalline Solids, 2018, v. 494  p. 0013, 70.92, , 1.06, 5.84, 9.26, , , 12.71, 0.21, , , , , , , , , , , , , , , , 24.03
6275, GJ03-379007, J. Non-Crystalline Solids, 2018, v. 494  p. 0013, 64.68, 4.94, 15.09, , 15.29, , , , , , , , , , , , , , , , , , , , 26.54
6276, GJ03-379008, J. Non-Crystalline Solids, 2018, v. 494  p. 0013, 55.63, 14.48, 14.82, , 15.07, , , , , , , , , , , , , , , , , , , , 27.38
6277, GJ05-379009, J. Non-Crystalline Solids, 2018, v. 494  p. 0013, 46.09, 23.5, 15.04, , 15.38, , , , , , , , , , , , , , , , , , , , 28.12
6278, GJ10-379032, J. Non-Crystalline Solids, 2018, v. 494  p. 0059, , 37.9, , , , , 56.2, , , , , , , , , , , , , 5.9, , , , , 22.54
6279, GJ10-379033, J. Non-Crystalline Solids, 2018, v. 494  p. 0059, , 37.83, , , , , 56.11, , , , , , , , , , , , , 5.88, , , , 0.18, 22.49
6280, GJ10-379034, J. Non-Crystalline Solids, 2018, v. 494  p. 0059, , 37.76, , , , , 56.01, , , , , , , , , , , , , 5.87, , , , 0.36, 22.45
6281, GJ10-379035, J. Non-Crystalline Solids, 2018, v. 494  p. 0059, , 37.69, , , , , 55.91, , , , , , , , , , , , , 5.86, , , , 0.54, 22.42
6282, GJ10-379036, J. Non-Crystalline Solids, 2018, v. 494  p. 0059, , 37.59, , , , , 55.75, , , , , , , , , , , , , 5.85, , , , 0.81, 22.38
6283, GJ10-379037, J. Non-Crystalline Solids, 2018, v. 494  p. 0059, , 37.47, , , , , 55.61, , , , , , , , , , , , , 5.84, , , , 1.08, 22.3
6284, GJ10-379048, J. Non-Crystalline Solids, 2018, v. 495  p. 0035, , 45.0, , , , , 25.0, , , , , , , , , , , , , , , , , , 32.165
6285, GJ10-379049, J. Non-Crystalline Solids, 2018, v. 495  p. 0035, , 44.9, , , , , 25.0, , , , , , , , , , , , , , , , , , 34.495
6286, GJ10-379050, J. Non-Crystalline Solids, 2018, v. 495  p. 0035, , 44.7, , , , , 25.0, , , , , , , , , , , , , , , , , , 35.269
6287, GJ10-379051, J. Non-Crystalline Solids, 2018, v. 495  p. 0035, , 44.5, , , , , 25.0, , , , , , , , , , , , , , , , , , 35.725
6288, GJ10-379060, J. Non-Crystalline Solids, 2018, v. 495  p. 0067, , 65.0, , , , , , 30.0, , , , , , , , , , , , , , , , , 28.262
6289, GJ10-379061, J. Non-Crystalline Solids, 2018, v. 495  p. 0067, , 65.0, , , , , 10.0, 20.0, , , , , , , , , , , , , , , , , 20.106
6290, GJ10-379062, J. Non-Crystalline Solids, 2018, v. 495  p. 0067, , 65.0, , , , , 20.0, 10.0, , , , , , , , , , , , , , , , , 17.349
6291, GJ10-379063, J. Non-Crystalline Solids, 2018, v. 495  p. 0067, , 65.0, , , , , 30.0, , , , , , , , , , , , , , , , , , 20.757
6292, GJ05-379111, J. Non-Crystalline Solids, 2018, v. 496  p. 0001, 57.0, 20.0, 8.0, , 11.0, , , 1.0, , , , , , , , , , , , , , , , , 27.518
6293, GJ05-379112, J. Non-Crystalline Solids, 2018, v. 496  p. 0001, 57.0, 20.0, 8.0, , 11.0, , , 1.0, , , , , , , , , , , , , , , , , 27.628
6294, GJ05-379113, J. Non-Crystalline Solids, 2018, v. 496  p. 0001, 57.0, 20.0, 8.0, , 11.0, , , 1.0, , , , , , , , , , , , , , , , , 27.683
6295, GJ05-379114, J. Non-Crystalline Solids, 2018, v. 496  p. 0001, 57.0, 20.0, 8.0, , 11.0, , , 1.0, , , , , , , , , , , , , , , , , 27.619
6296, GJ05-379115, J. Non-Crystalline Solids, 2018, v. 496  p. 0001, 57.0, 20.0, 8.0, , 11.0, , , 1.0, , , , , , , , , , , , , , , , , 27.695
6297, GJ05-379116, J. Non-Crystalline Solids, 2018, v. 496  p. 0001, 57.0, 20.0, 8.0, , 11.0, , , 1.0, , , , , , , , , , , , , , , , , 27.812
6298, GJ05-379117, J. Non-Crystalline Solids, 2018, v. 496  p. 0001, 57.0, 20.0, 8.0, , 11.0, , , 1.0, , , , , , , , , , , , , , , , , 27.865
6299, GJ10-379144, J. Non-Crystalline Solids, 2018, v. 497  p. 0056, , 33.33, , , , , 33.33, , , , , , , , , , , , , , , , , , 51.61
6300, GJ10-379145, J. Non-Crystalline Solids, 2018, v. 497  p. 0056, , 50.0, , , , , 25.0, , , , , , , , , , , , , , , , , , 78.07
6301, GJ10-379146, J. Non-Crystalline Solids, 2018, v. 497  p. 0056, , 60.0, , , , , 20.0, , , , , , , , , , , , , , , , , , 89.12
6302, GJ28-379159, J. Non-Crystalline Solids, 2018, v. 498  p. 0072, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 27.27965
6303, GJ28-379160, J. Non-Crystalline Solids, 2018, v. 498  p. 0072, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 27.47809
6304, GJ28-379161, J. Non-Crystalline Solids, 2018, v. 498  p. 0072, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 27.67578
6305, GJ28-379162, J. Non-Crystalline Solids, 2018, v. 498  p. 0072, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 28.06887
6306, GJ28-379163, J. Non-Crystalline Solids, 2018, v. 498  p. 0072, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 28.45897
6307, GJ28-379164, J. Non-Crystalline Solids, 2018, v. 498  p. 0072, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 28.6529
6308, GJ28-379165, J. Non-Crystalline Solids, 2018, v. 498  p. 0072, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 29.03856
6309, GJ28-379166, J. Non-Crystalline Solids, 2018, v. 498  p. 0082, , 10.0, , , , , , , , , , , , , , , , , , , , , , , 74.87
6310, GJ28-379167, J. Non-Crystalline Solids, 2018, v. 498  p. 0082, , 10.0, , , , , , , , , , , , , , , , , , , , , , , 73.43
6311, GJ28-379168, J. Non-Crystalline Solids, 2018, v. 498  p. 0082, , 10.0, , , , , , , , , , , , , , , , , , , , , , , 71.92
6312, GJ28-379169, J. Non-Crystalline Solids, 2018, v. 498  p. 0082, , 10.0, , , , , , , , , , , , , , , , , , , , , , , 68.5
6313, GJ28-379170, J. Non-Crystalline Solids, 2018, v. 498  p. 0082, , 10.0, , , , , , , , , , , , , , , , , , , , , , , 68.5
6314, GJ10-379171, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.7, , , , , , , , , , , , , , , , , 0.5, , , , 39.8, , 26.2
6315, GJ10-379172, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.69, , , , , , , , , , , , , , , , , 0.5, , , , 34.83, , 37.0
6316, GJ10-379173, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.7, , , , , , , , , , , , , , , , , 0.5, , , , 29.85, , 30.0
6317, GJ10-379174, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.69, , , , , , , , , , , , , , , , , 0.5, , , , 24.88, , 31.8
6318, GJ10-379175, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.7, , , , , , , , , , , , , , , , , 0.5, , , , 19.9, , 37.0
6319, GJ10-379176, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.69, , , , , , , , , , , , , , , , , 0.5, , , , 14.93, , 36.0
6320, GJ10-379177, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.7, , , , , , , , , , , , , , , , , 0.5, , , , 9.95, , 38.0
6321, GJ10-379178, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.69, , , , , , , , , , , , , , , , , 0.5, , , , 4.98, , 40.5
6322, GJ10-379179, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 59.7, , , , , , , , , , , , , , , , , 0.5, , , , , , 42.3
6323, GJ10-379180, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 54.72, , , , , , , , , , , , , , , , , 0.5, , , , 39.8, , 27.0
6324, GJ10-379181, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 49.75, , , , , , , , , , , , , , , , , 0.5, , , , 39.8, , 29.5
6325, GJ10-379182, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 44.77, , , , , , , , , , , , , , , , , 0.5, , , , 39.8, , 31.0
6326, GJ10-379183, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 39.8, , , , , , , , , , , , , , , , , 0.5, , , , 39.8, , 32.5
6327, GJ27-379184, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 34.83, , , , , , , , , , , , , , , , , 0.5, , , , 39.79, , 33.0
6328, GJ27-379185, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 29.85, , , , , , , , , , , , , , , , , 0.5, , , , 39.8, , 34.7
6329, GJ27-379186, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 24.88, , , , , , , , , , , , , , , , , 0.5, , , , 39.79, , 35.5
6330, GJ27-379187, J. Non-Crystalline Solids, 2018, v. 497  p. 0093, , 19.9, , , , , , , , , , , , , , , , , 0.5, , , , 39.8, , 37.0
6331, GJ20-379234, J. Non-Crystalline Solids, 2018, v. 498  p. 0228, 2.76, , 1.75, , 9.22, , , , , , , , , , , , , , , , , , , , 44.5
6332, GJ20-379235, J. Non-Crystalline Solids, 2018, v. 498  p. 0228, 2.75, , 2.07, , 8.88, , , , , , , , , , , , , , , 2.21, , , , , 43.47
6333, GJ20-379236, J. Non-Crystalline Solids, 2018, v. 498  p. 0228, 2.54, , 1.74, , 8.72, , , , , , , , , , , , , , , 4.78, , , , , 42.13
6334, GJ20-379237, J. Non-Crystalline Solids, 2018, v. 498  p. 0228, 2.61, , 2.01, , 8.42, , , , , , , , , , , , , , , 7.35, , , , , 41.41
6335, GJ20-379238, J. Non-Crystalline Solids, 2018, v. 498  p. 0228, 2.65, , 1.77, , 8.23, , , , , , , , , , , , , , , 9.82, , , , , 41.41
6336, GJ20-379239, J. Non-Crystalline Solids, 2018, v. 498  p. 0228, 2.41, , 1.8, , 8.07, , , , , , , , , , , , , , , 12.4, , , , , 39.68
6337, GJ20-379240, J. Non-Crystalline Solids, 2018, v. 498  p. 0228, 2.39, , 1.51, , 7.75, , , , , , , , , , , , , , , 15.35, , , , , 39.24
6338, GJ10-379246, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 60.3, , , , , 29.7, , , , , , , , , , , , , , , , , , 32.22
6339, GJ10-379247, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 56.95, , , , , 28.05, , , , , , , , , , , , , , , , , , 35.6
6340, GJ10-379248, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 53.6, , , , , 26.4, , , , , , , , , , , , , , , , , , 38.68
6341, GJ10-379249, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 50.25, , , , , 24.75, , , , , , , , , , , , , , , , , , 41.51
6342, GJ10-379250, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 46.9, , , , , 23.1, , , , , , , , , , , , , , , , , , 44.1
6343, GJ10-379251, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 58.5, , , , , 31.5, , , , , , , , , , , , , , , , , , 32.54
6344, GJ10-379252, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 58.5, , , , , 31.5, , , , , , , , , , , , , , , , , , 32.34
6345, GJ10-379253, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 58.5, , , , , 31.5, , , , , , , , , , , , , , , , , , 32.2
6346, GJ10-379254, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 58.5, , , , , 31.5, , , , , , , , , , , , , , , , , , 32.078
6347, GJ10-379255, J. Non-Crystalline Solids, 2018, v. 498  p. 0252, , 58.5, , , , , 31.5, , , , , , , , , , , , , , , , , , 31.943
6348, GJ10-379262, J. Non-Crystalline Solids, 2018, v. 498  p. 0309, , 49.0, , 10.0, 10.0, 10.0, , , , , , , , , , , , , , 10.0, , , 10.0, , 26.27
6349, GJ10-379263, J. Non-Crystalline Solids, 2018, v. 498  p. 0309, , 48.5, , 10.0, 10.0, 10.0, , , , , , , , , , , , , , 10.0, , , 10.0, , 26.03
6350, GJ10-379264, J. Non-Crystalline Solids, 2018, v. 498  p. 0309, , 48.0, , 10.0, 10.0, 10.0, , , , , , , , , , , , , , 10.0, , , 10.0, , 25.61
6351, GJ10-379265, J. Non-Crystalline Solids, 2018, v. 498  p. 0309, , 47.5, , 10.0, 10.0, 10.0, , , , , , , , , , , , , , 10.0, , , 10.0, , 25.26
6352, GJ10-379266, J. Non-Crystalline Solids, 2018, v. 498  p. 0309, , 47.0, , 10.0, 10.0, 10.0, , , , , , , , , , , , , , 10.0, , , 10.0, , 25.12
6353, GJ02-379276, J. Non-Crystalline Solids, 2018, v. 498  p. 0372, 50.0, , , , , , 35.0, , , , , , , , , , , , , , , , , , 23.39
6354, GJ02-379277, J. Non-Crystalline Solids, 2018, v. 498  p. 0372, 50.0, , , , , , 34.9, , , , , , , , , , , 0.1, , , , , , , 22.643
6355, GJ02-379278, J. Non-Crystalline Solids, 2018, v. 498  p. 0372, 50.0, , , , , , 34.8, , , , , , , , , , , 0.2, , , , , , , 22.749
6356, GJ02-379279, J. Non-Crystalline Solids, 2018, v. 498  p. 0372, 50.0, , , , , , 34.7, , , , , , , , , , , 0.3, , , , , , , 23.374
6357, GJ02-379280, J. Non-Crystalline Solids, 2018, v. 498  p. 0372, 50.0, , , , , , 34.6, , , , , , , , , , , 0.4, , , , , , , 23.647
6358, GJ02-379281, J. Non-Crystalline Solids, 2018, v. 498  p. 0372, 50.0, , , , , , 34.5, , , , , , , , , , , 0.5, , , , , , , 23.803
6359, GJ10-379285, J. Non-Crystalline Solids, 2018, v. 498  p. 0386, , 46.05, , , , , , , , , , , , , , , , , , , , , , , 32.36
6360, GJ10-379286, J. Non-Crystalline Solids, 2018, v. 498  p. 0386, , 41.99, , , , , , , , , , , , , , , , , , 17.96, , , , , 36.98
6361, GJ10-379287, J. Non-Crystalline Solids, 2018, v. 498  p. 0386, , 40.8, , , , , , , , , , , , , , , , , , 23.26, , , , , 39.35
6362, GJ10-379288, J. Non-Crystalline Solids, 2018, v. 498  p. 0386, , 39.67, , , , , , , , , , , , , , , , , , 28.27, , , , , 39.91
6363, GJ10-379289, J. Non-Crystalline Solids, 2018, v. 498  p. 0386, , 38.6, , , , , , , , , , , , , , , , , , 33.01, , , , , 44.21
6364, GJ10-379290, J. Non-Crystalline Solids, 2018, v. 498  p. 0386, , 37.58, , , , , , , , , , , , , , , , , , 37.51, , , , , 46.96
6365, GJ28-379331, J. Non-Crystalline Solids, 2018, v. 498  p. 0443, , , , , , , 10.0, , , , , , , , , , , , , , , , , , 29.55
6366, GJ28-379332, J. Non-Crystalline Solids, 2018, v. 498  p. 0443, , , , , , , 10.0, , , , , , , , , , , , , , , , , , 28.54
6367, GJ28-379333, J. Non-Crystalline Solids, 2018, v. 498  p. 0443, , , , , , , 10.0, , , , , , , , , , , , , , , , , , 31.72
6368, GJ28-379334, J. Non-Crystalline Solids, 2018, v. 498  p. 0443, , , , , , , 10.0, , , , , , , , , , , , , , , , , , 28.2
6369, GJ10-379352, J. Non-Crystalline Solids, 2018, v. 498  p. 0470, , 19.8, , , 29.7, , , , , , , , , , , , , , , , , , , , 83.0
6370, GJ10-379353, J. Non-Crystalline Solids, 2018, v. 498  p. 0470, , 19.8, , , 27.7, , , , , , , , , , , , , , , , , , , , 156.0
6371, GJ10-379354, J. Non-Crystalline Solids, 2018, v. 498  p. 0470, , 19.8, , , 24.75, , , , , , , , , , , , , , , , , , , , 69.0
6372, GJ10-379355, J. Non-Crystalline Solids, 2018, v. 498  p. 0470, , 19.8, , , 22.77, , , , , , , , , , , , , , , , , , , , 70.0
6373, GJ10-379356, J. Non-Crystalline Solids, 2018, v. 498  p. 0470, , 19.8, , , 19.8, , , , , , , , , , , , , , , , , , , , 93.0
6374, GJ10-379357, J. Non-Crystalline Solids, 2018, v. 498  p. 0470, , 19.8, , , 14.85, , , , , , , , , , , , , , , , , , , , 125.0
6375, GP06-379497, Japanese Patent    Corning Inc. (US), 2017, A081817, 65.77, 9.01, 12.31, , , , , 11.51, 1.3, , , , , , , , , , , , , , , , 28.47
6376, GP06-379498, Japanese Patent    Corning Inc. (US), 2017, A081817, 65.77, 9.01, 12.31, , , , , 9.51, 3.3, , , , , , , , , , , , , , , , 28.77
6377, GP06-379499, Japanese Patent    Corning Inc. (US), 2017, A081817, 64.03, 8.9, 13.0, 0.02, 0.05, , , 13.9, , , , , , , , , , , , , , , , , 28.23
6378, GP06-379500, Japanese Patent    Corning Inc. (US), 2017, A081817, 64.02, 9.9, 12.51, 0.02, 0.04, , , 13.41, , , , , , , , , , , , , , , , , 28.29
6379, GP06-379501, Japanese Patent    Corning Inc. (US), 2017, A081817, 64.02, 9.91, 12.44, , 0.02, , , 12.44, 1.0, , , , , , , , , , , , , , , , 28.41
6380, GP06-379504, Japanese Patent    Corning Inc. (US), 2017, A081817, 65.8, 9.51, 11.82, , , , , 11.52, 1.3, , , , , , , , , , , , , , , , 28.4
6381, GP06-379506, Japanese Patent    Corning Inc. (US), 2017, A081817, 65.7, 10.0, 11.8, 0.02, 0.04, , , 11.0, 1.39, , , , , , , , , , , , , , , , 28.54
6382, GP06-379507, Japanese Patent    Corning Inc. (US), 2017, A081817, 65.7, 10.6, 10.7, 0.02, 0.05, , , 11.5, 1.38, , , , , , , , , , , , , , , , 28.21
6383, GP06-379508, Japanese Patent    Corning Inc. (US), 2017, A081817, 64.07, 8.91, 12.01, , , , , 14.91, , , , , , , , , , , , , , , , , 27.7
6384, GP06-379509, Japanese Patent    Corning Inc. (US), 2017, A081817, 64.13, 5.6, 13.21, 1.89, 0.05, , , 12.2, 2.83, , , , , , , , , , , , , , , , 27.82
6385, GP06-379510, Japanese Patent    Corning Inc. (US), 2017, A081817, 63.03, 5.79, 13.58, 1.95, 0.05, , , 12.58, 2.92, , , , , , , , , , , , , , , , 27.88
6386, GP06-379511, Japanese Patent    Corning Inc. (US), 2017, A081817, 63.96, 6.0, 12.99, 2.01, 0.05, , , 12.39, 2.5, , , , , , , , , , , , , , , , 27.76
6387, GP06-379513, Japanese Patent    Corning Inc. (US), 2017, A081817, 63.22, 9.89, 12.39, , , , , 13.39, 0.99, , , , , , , , , , , , , , , , 28.46
6388, GP06-379515, Japanese Patent    Corning Inc. (US), 2017, A081817, 62.74, 9.8, 12.2, 1.96, , , , 12.2, 0.98, , , , , , , , , , , , , , , , 28.03
6389, GP06-379516, Japanese Patent    Corning Inc. (US), 2017, A081817, 62.7, 9.8, 12.2, , , , , 12.2, 0.98, , , , , , , , , , , 2.0, , , , , 28.06
